project_id,month,true_reduction_tCO2,reported_reduction_tCO2,issued_credits,buffer_credits,retired_credits,overcrediting_tCO2,delivery_risk_flag,price_usd,gross_revenue_usd
P0038,2021-07-01,277.071,380.521,291.821,88.699,39.011,103.45,0,6.7,261.37
P0038,2021-08-01,275.563,336.823,258.31,78.514,98.08,61.26,0,6.75,662.04
P0038,2021-09-01,273.685,414.042,317.529,96.513,128.076,140.357,0,7.94,1016.92
P0038,2021-10-01,271.456,339.181,260.118,79.063,122.374,67.724,0,6.63,811.34
P0038,2021-11-01,268.904,379.851,291.308,88.543,162.73,110.948,0,6.18,1005.67
P0038,2021-12-01,266.055,343.483,263.417,80.066,61.252,77.428,0,7.39,452.65
P0038,2022-01-01,262.943,329.912,253.01,76.902,143.31,66.969,0,6.3,902.85
P0038,2022-02-01,259.603,410.651,314.928,95.723,117.364,151.048,0,7.43,872.01
P0038,2022-03-01,256.072,346.109,265.431,80.678,85.786,90.036,0,7.91,678.57
P0038,2022-04-01,252.392,378.013,289.898,88.115,119.839,125.621,0,7.41,888.01
P0038,2022-05-01,248.602,343.421,263.37,80.052,117.63,94.819,0,7.43,873.99
P0038,2022-06-01,244.748,317.802,243.722,74.08,89.451,73.054,0,6.24,558.17
P0038,2022-07-01,240.871,310.322,237.986,72.336,67.482,69.451,0,7.86,530.41
P0038,2022-08-01,237.016,280.255,214.928,65.328,82.826,43.239,0,7.81,646.87
P0038,2022-09-01,233.227,285.192,218.714,66.478,10.936,51.965,0,6.92,75.68
P0038,2022-10-01,229.546,272.733,209.159,63.574,141.925,43.187,0,8.83,1253.2
P0038,2022-11-01,226.016,289.428,221.962,67.466,51.654,63.413,0,6.99,361.06
P0038,2022-12-01,222.675,295.251,226.428,68.823,67.109,72.575,0,6.77,454.33
P0038,2023-01-01,219.563,281.509,215.889,65.62,65.39,61.945,0,6.74,440.73
P0038,2023-02-01,216.715,282.078,216.326,65.752,115.533,65.363,0,7.9,912.71
P0038,2023-03-01,214.162,287.313,220.34,66.973,80.844,73.151,0,8.13,657.26
P0038,2023-04-01,211.934,290.64,222.892,67.748,75.541,78.706,0,8.25,623.21
P0038,2023-05-01,210.055,291.59,223.62,67.97,83.28,81.535,0,7.83,652.08
P0038,2023-06-01,208.548,275.701,211.435,64.266,81.169,67.154,0,7.6,616.88
P0038,2023-07-01,207.428,257.618,197.567,60.051,43.552,50.19,0,8.64,376.29
P0038,2023-08-01,206.71,247.672,189.939,57.732,84.11,40.962,0,7.65,643.44
P0038,2023-09-01,206.401,264.926,203.171,61.754,55.178,58.525,0,7.51,414.39
P0038,2023-10-01,206.504,272.138,208.702,63.435,97.462,65.634,0,9.13,889.83
P0038,2023-11-01,207.018,279.725,214.521,65.204,78.538,72.706,1,8.45,663.65
P0038,2023-12-01,207.939,296.6,227.463,69.138,36.414,88.662,0,8.67,315.71
P0038,2024-01-01,209.254,250.367,192.006,58.361,66.362,41.113,0,8.82,585.31
P0038,2024-02-01,210.949,255.583,196.006,59.576,57.064,44.633,0,8.15,465.07
P0038,2024-03-01,213.005,271.787,208.433,63.353,102.294,58.781,0,8.04,822.44
P0038,2024-04-01,215.4,313.888,240.72,73.167,91.684,98.488,0,8.98,823.32
P0038,2024-05-01,218.104,240.092,184.127,55.966,55.341,21.988,1,8.27,457.67
P0038,2024-06-01,221.089,279.129,214.064,65.065,121.819,58.041,0,8.9,1084.19
P0038,2024-07-01,224.319,318.261,244.074,74.187,133.971,93.942,0,8.69,1164.21
P0038,2024-08-01,227.759,284.172,217.931,66.24,47.17,56.412,0,8.08,381.13
P0038,2024-09-01,231.37,326.378,250.299,76.079,82.8,95.008,0,9.43,780.8
P0038,2024-10-01,235.11,313.085,240.105,72.98,86.372,77.974,0,8.12,701.34
P0038,2024-11-01,238.938,337.041,258.477,78.564,85.404,98.104,0,9.09,776.32
P0038,2024-12-01,242.809,297.886,228.449,69.437,94.534,55.077,0,9.04,854.59
P0039,2020-01-01,438.092,505.557,409.4,96.157,120.28,67.465,0,6.15,739.72
P0039,2020-02-01,445.077,519.973,421.074,98.899,177.142,74.896,0,6.46,1144.34
P0039,2020-03-01,451.982,510.965,413.779,97.185,201.91,58.982,0,5.75,1160.98
P0039,2020-04-01,458.731,530.037,429.224,100.813,151.717,71.307,0,5.61,851.13
P0039,2020-05-01,465.245,586.254,474.748,111.506,143.158,121.009,0,5.01,717.22
P0039,2020-06-01,471.452,531.701,430.572,101.13,55.934,60.249,0,6.84,382.59
P0039,2020-07-01,477.281,565.912,458.275,107.636,67.678,88.631,0,6.32,427.72
P0039,2020-08-01,482.666,518.71,420.051,98.659,98.455,36.044,0,8.04,791.58
P0039,2020-09-01,487.546,628.48,508.943,119.537,50.755,140.934,0,5.94,301.48
P0039,2020-10-01,491.865,533.784,432.259,101.526,105.426,41.919,0,7.19,758.01
P0039,2020-11-01,495.576,543.99,440.523,103.467,158.459,48.414,0,7.07,1120.31
P0039,2020-12-01,498.635,497.666,403.01,94.656,129.097,0.0,0,6.49,837.84
P0039,2021-01-01,501.007,541.045,438.138,102.907,114.24,40.037,0,6.28,717.43
P0039,2021-02-01,502.668,554.407,448.959,105.448,217.169,51.74,0,6.45,1400.74
P0039,2021-03-01,503.596,545.602,441.829,103.774,187.782,42.006,0,6.23,1169.88
P0039,2021-04-01,503.782,573.692,464.576,109.116,194.531,69.91,0,6.78,1318.92
P0039,2021-05-01,503.224,624.26,505.526,118.734,187.262,121.036,0,6.44,1205.97
P0039,2021-06-01,501.928,515.97,417.832,98.137,101.815,14.042,0,7.22,735.1
P0039,2021-07-01,499.909,606.401,491.064,115.337,164.75,106.492,0,6.7,1103.82
P0039,2021-08-01,497.189,595.327,482.096,113.231,101.275,98.138,0,6.75,683.61
P0039,2021-09-01,493.799,539.414,436.817,102.596,159.108,45.614,0,7.94,1263.32
P0039,2021-10-01,489.779,562.205,455.274,106.931,24.23,72.426,0,6.63,160.64
P0039,2021-11-01,485.173,618.06,500.505,117.555,254.219,132.888,0,6.18,1571.07
P0039,2021-12-01,480.033,615.291,498.263,117.028,169.82,135.258,0,7.39,1254.97
P0039,2022-01-01,474.418,506.607,410.25,96.357,155.976,32.189,0,6.3,982.65
P0039,2022-02-01,468.392,427.542,346.224,81.319,75.483,0.0,0,7.43,560.84
P0039,2022-03-01,462.022,601.263,486.902,114.36,122.511,139.241,0,7.91,969.06
P0039,2022-04-01,455.381,624.895,506.04,118.855,183.572,169.514,0,7.41,1360.27
P0039,2022-05-01,448.544,525.159,425.274,99.885,251.638,76.615,0,7.43,1869.67
P0039,2022-06-01,441.589,485.502,393.16,92.342,131.462,43.913,0,6.24,820.32
P0039,2022-07-01,434.594,517.163,418.798,98.364,160.841,82.568,0,7.86,1264.21
P0039,2022-08-01,427.639,450.438,364.764,85.673,54.375,22.799,0,7.81,424.67
P0039,2022-09-01,420.802,531.188,430.156,101.032,69.835,110.385,0,6.92,483.26
P0039,2022-10-01,414.161,463.936,375.695,88.241,154.911,49.775,0,8.83,1367.86
P0039,2022-11-01,407.792,505.377,409.255,96.123,20.463,97.586,0,6.99,143.04
P0039,2022-12-01,401.765,510.347,413.279,97.068,128.001,108.582,0,6.77,866.57
P0039,2023-01-01,396.15,453.214,367.013,86.201,85.995,57.064,0,6.74,579.61
P0039,2023-02-01,391.011,452.813,366.688,86.125,156.099,61.802,0,7.9,1233.18
P0039,2023-03-01,386.404,441.91,357.859,84.051,98.058,55.506,0,8.13,797.21
P0039,2023-04-01,382.384,474.801,384.494,90.307,98.896,92.417,0,8.25,815.89
P0039,2023-05-01,378.994,415.858,336.762,79.096,94.46,36.864,0,7.83,739.62
P0039,2023-06-01,376.275,399.898,323.837,76.061,162.573,23.623,0,7.6,1235.55
P0039,2023-07-01,374.255,468.345,379.265,89.079,208.832,94.089,0,8.64,1804.31
P0039,2023-08-01,372.959,404.897,327.886,77.011,138.481,31.938,0,7.65,1059.38
P0039,2023-09-01,372.401,393.663,318.788,74.875,114.073,21.262,0,7.51,856.69
P0039,2023-10-01,372.587,515.852,417.737,98.115,162.211,143.265,0,9.13,1480.99
P0039,2023-11-01,373.516,425.248,344.366,80.882,113.703,51.732,0,8.45,960.79
P0039,2023-12-01,375.176,405.331,328.237,77.094,119.132,30.155,0,8.67,1032.87
P0039,2024-01-01,377.549,432.961,350.612,82.349,87.498,55.412,0,8.82,771.73
P0039,2024-02-01,380.608,388.699,314.768,73.931,127.953,8.091,0,8.15,1042.82
P0039,2024-03-01,384.318,422.159,341.865,80.295,134.392,37.842,0,8.04,1080.51
P0039,2024-04-01,388.637,381.758,309.148,72.61,136.8,0.0,0,8.98,1228.46
P0039,2024-05-01,393.517,441.49,357.519,83.971,47.364,47.973,0,8.27,391.7
P0039,2024-06-01,398.902,485.13,392.858,92.272,139.595,86.228,0,8.9,1242.4
P0039,2024-07-01,404.731,587.686,475.908,111.778,155.659,182.955,0,8.69,1352.68
P0039,2024-08-01,410.938,464.136,375.857,88.279,157.656,53.198,0,8.08,1273.86
P0039,2024-09-01,417.453,489.06,396.041,93.019,187.165,71.607,0,9.43,1764.97
P0039,2024-10-01,424.201,509.665,412.727,96.938,135.357,85.464,0,8.12,1099.1
P0039,2024-11-01,431.107,478.86,387.781,91.079,126.515,47.753,0,9.09,1150.02
P0039,2024-12-01,438.092,490.735,397.397,93.338,151.518,52.644,1,9.04,1369.72
P0040,2020-01-01,34.088,42.921,38.599,4.322,18.191,8.833,0,6.15,111.87
P0040,2020-02-01,34.632,42.58,38.292,4.288,12.922,7.948,0,6.46,83.48
P0040,2020-03-01,35.169,43.904,39.483,4.421,8.227,8.734,0,5.75,47.31
P0040,2020-04-01,35.694,44.474,39.996,4.479,24.641,8.78,0,5.61,138.24
P0040,2020-05-01,36.201,38.183,34.338,3.845,12.452,1.982,0,5.01,62.38
P0040,2020-06-01,36.684,47.892,43.069,4.823,16.893,11.208,0,6.84,115.55
P0040,2020-07-01,37.138,37.768,33.965,3.803,12.657,0.63,0,6.32,79.99
P0040,2020-08-01,37.557,50.976,45.842,5.133,20.485,13.419,0,8.04,164.7
P0040,2020-09-01,37.936,43.514,39.132,4.382,17.222,5.578,0,5.94,102.3
P0040,2020-10-01,38.273,48.365,43.495,4.87,15.671,10.093,0,7.19,112.67
P0040,2020-11-01,38.561,51.017,45.88,5.137,15.584,12.456,0,7.07,110.18
P0040,2020-12-01,38.799,56.213,50.552,5.661,7.29,17.414,0,6.49,47.31
P0040,2021-01-01,38.984,44.91,40.388,4.522,13.91,5.927,0,6.28,87.35
P0040,2021-02-01,39.113,49.419,44.443,4.977,10.626,10.306,0,6.45,68.54
P0040,2021-03-01,39.185,52.151,46.9,5.252,6.993,12.966,0,6.23,43.57
P0040,2021-04-01,39.2,44.328,39.865,4.464,8.522,5.129,0,6.78,57.78
P0040,2021-05-01,39.156,52.813,47.495,5.318,22.464,13.657,0,6.44,144.67
P0040,2021-06-01,39.055,49.412,44.436,4.976,14.763,10.356,0,7.22,106.59
P0040,2021-07-01,38.898,56.584,50.886,5.698,19.764,17.686,0,6.7,132.42
P0040,2021-08-01,38.687,46.289,41.628,4.661,13.838,7.603,0,6.75,93.41
P0040,2021-09-01,38.423,46.089,41.447,4.641,16.603,7.666,0,7.94,131.83
P0040,2021-10-01,38.11,44.118,39.676,4.443,14.347,6.008,0,6.63,95.12
P0040,2021-11-01,37.752,39.811,35.802,4.009,17.385,2.06,0,6.18,107.44
P0040,2021-12-01,37.352,49.54,44.551,4.989,17.367,12.188,0,7.39,128.34
P0040,2022-01-01,36.915,43.98,39.551,4.429,16.787,7.065,0,6.3,105.76
P0040,2022-02-01,36.446,45.57,40.982,4.589,6.337,9.124,0,7.43,47.08
P0040,2022-03-01,35.95,44.642,40.147,4.495,17.681,8.692,0,7.91,139.86
P0040,2022-04-01,35.434,37.353,33.592,3.761,13.314,1.92,0,7.41,98.66
P0040,2022-05-01,34.902,42.545,38.261,4.284,6.676,7.643,0,7.43,49.6
P0040,2022-06-01,34.36,42.447,38.172,4.274,13.281,8.086,0,6.24,82.87
P0040,2022-07-01,33.816,44.441,39.966,4.475,6.99,10.625,0,7.86,54.94
P0040,2022-08-01,33.275,36.328,32.669,3.658,12.704,3.053,0,7.81,99.22
P0040,2022-09-01,32.743,39.635,35.644,3.991,14.103,6.892,0,6.92,97.59
P0040,2022-10-01,32.226,37.279,33.525,3.754,10.117,5.053,0,8.83,89.33
P0040,2022-11-01,31.731,43.559,39.173,4.386,17.696,11.829,0,6.99,123.7
P0040,2022-12-01,31.262,46.277,41.617,4.66,6.169,15.015,0,6.77,41.76
P0040,2023-01-01,30.825,35.455,31.885,3.57,5.502,4.63,0,6.74,37.08
P0040,2023-02-01,30.425,40.013,35.984,4.029,7.929,9.588,0,7.9,62.64
P0040,2023-03-01,30.066,38.114,34.276,3.838,10.44,8.047,0,8.13,84.88
P0040,2023-04-01,29.754,35.979,32.356,3.623,9.27,6.225,0,8.25,76.48
P0040,2023-05-01,29.49,41.941,37.718,4.223,9.697,12.451,0,7.83,75.93
P0040,2023-06-01,29.278,45.193,40.642,4.551,6.274,15.915,0,7.6,47.68
P0040,2023-07-01,29.121,38.904,34.986,3.918,11.028,9.782,0,8.64,95.28
P0040,2023-08-01,29.02,32.721,29.426,3.295,8.948,3.701,0,7.65,68.45
P0040,2023-09-01,28.977,36.126,32.488,3.638,11.032,7.149,0,7.51,82.85
P0040,2023-10-01,28.991,34.755,31.255,3.5,5.676,5.764,0,9.13,51.82
P0040,2023-11-01,29.064,38.357,34.495,3.863,6.893,9.294,0,8.45,58.25
P0040,2023-12-01,29.193,36.421,32.754,3.668,7.354,7.229,0,8.67,63.76
P0040,2024-01-01,29.377,41.248,37.094,4.154,5.372,11.871,0,8.82,47.38
P0040,2024-02-01,29.615,38.014,34.186,3.828,9.142,8.398,0,8.15,74.51
P0040,2024-03-01,29.904,40.294,36.236,4.058,12.248,10.39,0,8.04,98.47
P0040,2024-04-01,30.24,34.478,31.006,3.472,10.542,4.238,0,8.98,94.67
P0040,2024-05-01,30.62,45.46,40.882,4.578,5.848,14.84,0,8.27,48.36
P0040,2024-06-01,31.039,37.46,33.688,3.772,3.508,6.421,0,8.9,31.22
P0040,2024-07-01,31.493,38.157,34.315,3.842,6.5,6.665,0,8.69,56.48
P0040,2024-08-01,31.975,42.891,38.572,4.319,10.165,10.916,0,8.08,82.13
P0040,2024-09-01,32.482,43.329,38.966,4.363,9.704,10.847,0,9.43,91.51
P0040,2024-10-01,33.007,42.155,37.91,4.245,3.279,9.148,0,8.12,26.63
P0040,2024-11-01,33.545,45.571,40.982,4.589,16.124,12.026,0,9.09,146.57
P0040,2024-12-01,34.088,32.928,29.612,3.316,11.052,0.0,0,9.04,99.91
P0041,2020-01-01,294.878,402.37,340.445,61.925,213.341,107.492,0,6.15,1312.05
P0041,2020-02-01,299.579,415.409,351.478,63.931,198.34,115.83,0,6.46,1281.28
P0041,2020-03-01,304.227,453.088,383.357,69.73,125.593,148.86,0,5.75,722.16
P0041,2020-04-01,308.77,475.844,402.611,73.232,109.832,167.074,0,5.61,616.16
P0041,2020-05-01,313.155,432.24,365.718,66.522,146.007,119.085,0,5.01,731.5
P0041,2020-06-01,317.332,447.6,378.714,68.886,107.486,130.267,0,6.84,735.2
P0041,2020-07-01,321.256,491.334,415.717,75.616,224.702,170.078,0,6.32,1420.12
P0041,2020-08-01,324.88,412.358,348.896,63.462,112.548,87.478,0,8.04,904.89
P0041,2020-09-01,328.165,384.641,325.444,59.196,105.405,56.476,0,5.94,626.11
P0041,2020-10-01,331.072,408.795,345.881,62.914,142.273,77.723,0,7.19,1022.94
P0041,2020-11-01,333.57,538.529,455.649,82.88,101.966,204.959,0,7.07,720.9
P0041,2020-12-01,335.629,474.187,401.21,72.977,127.864,138.559,1,6.49,829.84
P0041,2021-01-01,337.226,513.37,434.362,79.008,214.641,176.144,0,6.28,1347.95
P0041,2021-02-01,338.343,507.29,429.218,78.072,170.616,168.947,0,6.45,1100.47
P0041,2021-03-01,338.968,464.951,393.395,71.556,143.407,125.983,0,6.23,893.43
P0041,2021-04-01,339.093,468.347,396.268,72.079,95.004,129.254,0,6.78,644.13
P0041,2021-05-01,338.718,449.014,379.91,69.103,79.881,110.296,0,6.44,514.43
P0041,2021-06-01,337.845,415.098,351.215,63.884,83.701,77.253,0,7.22,604.32
P0041,2021-07-01,336.486,512.905,433.969,78.936,68.206,176.418,0,6.7,456.98
P0041,2021-08-01,334.656,491.179,415.587,75.592,130.852,156.523,0,6.75,883.25
P0041,2021-09-01,332.374,438.198,370.759,67.439,198.439,105.824,0,7.94,1575.61
P0041,2021-10-01,329.668,455.984,385.808,70.176,148.247,126.316,0,6.63,982.88
P0041,2021-11-01,326.568,449.939,380.693,69.246,177.578,123.371,0,6.18,1097.43
P0041,2021-12-01,323.108,465.501,393.861,71.641,129.605,142.393,0,7.39,957.78
P0041,2022-01-01,319.329,451.992,382.431,69.562,76.432,132.664,0,6.3,481.52
P0041,2022-02-01,315.272,396.917,335.831,61.085,149.994,81.644,0,7.43,1114.46
P0041,2022-03-01,310.985,417.922,353.603,64.318,203.586,106.937,0,7.91,1610.37
P0041,2022-04-01,306.515,399.871,338.33,61.54,150.603,93.356,0,7.41,1115.97
P0041,2022-05-01,301.913,412.947,349.395,63.553,83.849,111.034,0,7.43,623.0
P0041,2022-06-01,297.232,401.93,340.073,61.857,137.927,104.698,0,6.24,860.66
P0041,2022-07-01,292.523,394.333,333.645,60.688,141.278,101.81,0,7.86,1110.45
P0041,2022-08-01,287.842,417.377,353.143,64.234,188.697,129.535,0,7.81,1473.72
P0041,2022-09-01,283.24,399.917,338.37,61.547,168.546,116.677,0,6.92,1166.34
P0041,2022-10-01,278.77,384.929,325.688,59.241,120.983,106.159,0,8.83,1068.28
P0041,2022-11-01,274.483,392.998,332.516,60.482,159.024,118.515,0,6.99,1111.58
P0041,2022-12-01,270.426,382.334,323.493,58.841,148.499,111.908,0,6.77,1005.34
P0041,2023-01-01,266.647,375.016,317.301,57.715,101.054,108.369,0,6.74,681.1
P0041,2023-02-01,263.187,370.882,313.804,57.079,183.399,107.695,0,7.9,1448.85
P0041,2023-03-01,260.087,338.602,286.491,52.111,114.49,78.515,0,8.13,930.8
P0041,2023-04-01,257.381,359.855,304.473,55.382,142.083,102.474,0,8.25,1172.18
P0041,2023-05-01,255.099,342.337,289.652,52.686,136.98,87.238,0,7.83,1072.55
P0041,2023-06-01,253.269,333.663,282.312,51.351,75.456,80.394,0,7.6,573.47
P0041,2023-07-01,251.91,344.843,291.772,53.071,54.367,92.934,0,8.64,469.73
P0041,2023-08-01,251.037,347.997,294.44,53.557,45.723,96.96,0,7.65,349.78
P0041,2023-09-01,250.662,352.661,298.386,54.274,54.622,101.999,0,7.51,410.21
P0041,2023-10-01,250.787,339.105,286.916,52.188,123.281,88.318,0,9.13,1125.56
P0041,2023-11-01,251.412,327.5,277.097,50.402,133.925,76.088,0,8.45,1131.67
P0041,2023-12-01,252.529,347.497,294.017,53.48,103.739,94.968,0,8.67,899.42
P0041,2024-01-01,254.126,374.417,316.794,57.623,107.25,120.291,0,8.82,945.94
P0041,2024-02-01,256.185,375.821,317.982,57.839,187.176,119.636,0,8.15,1525.48
P0041,2024-03-01,258.683,352.751,298.463,54.288,129.595,94.069,0,8.04,1041.94
P0041,2024-04-01,261.59,360.879,305.339,55.539,134.789,99.289,0,8.98,1210.41
P0041,2024-05-01,264.875,369.236,312.41,56.825,153.527,104.361,0,8.27,1269.67
P0041,2024-06-01,268.499,334.852,283.318,51.534,63.307,66.353,0,8.9,563.43
P0041,2024-07-01,272.423,374.809,317.126,57.683,130.692,102.386,0,8.69,1135.71
P0041,2024-08-01,276.6,399.432,337.96,61.473,84.908,122.832,0,8.08,686.06
P0041,2024-09-01,280.985,427.561,361.759,65.802,198.402,146.575,0,9.43,1870.93
P0041,2024-10-01,285.528,334.988,283.433,51.555,60.085,49.46,0,8.12,487.89
P0041,2024-11-01,290.176,365.612,309.345,56.268,60.115,75.437,0,9.09,546.45
P0041,2024-12-01,294.878,407.693,344.949,62.744,97.985,112.815,0,9.04,885.78
P0042,2020-01-01,66.982,78.72,67.833,10.887,7.143,11.739,0,6.15,43.93
P0042,2020-02-01,68.05,80.121,69.04,11.081,23.455,12.071,0,6.46,151.52
P0042,2020-03-01,69.105,83.032,71.549,11.483,31.399,13.927,0,5.75,180.54
P0042,2020-04-01,70.137,83.925,72.318,11.607,7.862,13.787,0,5.61,44.11
P0042,2020-05-01,71.133,74.805,64.459,10.345,13.454,3.671,0,5.01,67.4
P0042,2020-06-01,72.082,94.309,81.266,13.043,27.685,22.226,0,6.84,189.37
P0042,2020-07-01,72.974,83.252,71.738,11.514,16.578,10.278,0,6.32,104.77
P0042,2020-08-01,73.797,82.073,70.722,11.351,24.682,8.276,0,8.04,198.44
P0042,2020-09-01,74.543,89.756,77.342,12.413,20.404,15.213,0,5.94,121.2
P0042,2020-10-01,75.203,101.8,87.721,14.079,27.439,26.597,0,7.19,197.29
P0042,2020-11-01,75.771,100.501,86.602,13.899,39.568,24.73,0,7.07,279.75
P0042,2020-12-01,76.238,87.729,75.596,12.133,33.416,11.49,0,6.49,216.87
P0042,2021-01-01,76.601,96.638,83.273,13.365,25.017,20.037,0,6.28,157.11
P0042,2021-02-01,76.855,95.962,82.69,13.272,31.06,19.107,0,6.45,200.34
P0042,2021-03-01,76.997,102.803,88.585,14.218,30.746,25.806,0,6.23,191.55
P0042,2021-04-01,77.025,95.978,82.704,13.274,48.131,18.953,0,6.78,326.33
P0042,2021-05-01,76.94,100.765,86.829,13.936,25.046,23.824,0,6.44,161.3
P0042,2021-06-01,76.742,81.269,70.029,11.239,35.419,4.527,0,7.22,255.73
P0042,2021-07-01,76.433,110.923,95.582,15.341,26.775,34.49,0,6.7,179.39
P0042,2021-08-01,76.017,90.797,78.24,12.557,22.843,14.78,0,6.75,154.19
P0042,2021-09-01,75.499,93.638,80.688,12.95,37.839,18.139,0,7.94,300.44
P0042,2021-10-01,74.884,86.353,74.41,11.943,26.508,11.468,0,6.63,175.75
P0042,2021-11-01,74.18,106.908,92.123,14.785,33.394,32.728,0,6.18,206.37
P0042,2021-12-01,73.394,97.452,83.975,13.478,35.062,24.058,0,7.39,259.11
P0042,2022-01-01,72.536,90.53,78.01,12.52,37.23,17.994,0,6.3,234.55
P0042,2022-02-01,71.614,98.218,84.634,13.584,24.983,26.603,0,7.43,185.62
P0042,2022-03-01,70.64,83.125,71.629,11.496,32.898,12.485,0,7.91,260.22
P0042,2022-04-01,69.625,84.124,72.49,11.634,22.433,14.499,0,7.41,166.23
P0042,2022-05-01,68.58,88.393,76.169,12.225,17.591,19.814,0,7.43,130.7
P0042,2022-06-01,67.516,87.165,75.111,12.055,37.565,19.649,0,6.24,234.41
P0042,2022-07-01,66.447,72.061,62.095,9.966,30.211,5.614,0,7.86,237.46
P0042,2022-08-01,65.384,79.061,68.127,10.934,32.285,13.677,1,7.81,252.15
P0042,2022-09-01,64.338,86.299,74.364,11.935,19.042,21.961,0,6.92,131.77
P0042,2022-10-01,63.323,77.263,66.578,10.685,10.463,13.94,0,8.83,92.39
P0042,2022-11-01,62.349,86.534,74.566,11.968,36.889,24.185,0,6.99,257.85
P0042,2022-12-01,61.428,79.298,68.331,10.967,30.761,17.87,0,6.77,208.25
P0042,2023-01-01,60.569,77.356,66.658,10.698,21.384,16.787,0,6.74,144.13
P0042,2023-02-01,59.783,72.824,62.753,10.072,9.476,13.041,0,7.9,74.86
P0042,2023-03-01,59.079,77.819,67.056,10.762,12.835,18.74,0,8.13,104.35
P0042,2023-04-01,58.464,69.388,59.791,9.596,20.165,10.923,0,8.25,166.36
P0042,2023-05-01,57.946,61.943,53.376,8.567,14.136,3.997,0,7.83,110.68
P0042,2023-06-01,57.53,73.88,63.662,10.218,13.486,16.349,0,7.6,102.49
P0042,2023-07-01,57.221,70.37,60.638,9.732,21.792,13.149,0,8.64,188.28
P0042,2023-08-01,57.023,69.306,59.721,9.585,19.63,12.283,0,7.65,150.17
P0042,2023-09-01,56.938,73.581,63.405,10.176,16.707,16.643,0,7.51,125.47
P0042,2023-10-01,56.966,75.036,64.659,10.377,18.077,18.07,0,9.13,165.04
P0042,2023-11-01,57.108,69.534,59.917,9.617,15.459,12.425,0,8.45,130.63
P0042,2023-12-01,57.362,72.029,62.067,9.962,25.752,14.667,0,8.67,223.27
P0042,2024-01-01,57.725,91.981,79.26,12.721,25.168,34.256,0,8.82,221.98
P0042,2024-02-01,58.193,68.065,58.652,9.413,34.912,9.872,0,8.15,284.53
P0042,2024-03-01,58.76,66.201,57.046,9.156,20.938,7.441,0,8.04,168.34
P0042,2024-04-01,59.42,65.845,56.738,9.106,20.692,6.424,0,8.98,185.81
P0042,2024-05-01,60.166,76.728,66.116,10.611,37.638,16.561,1,8.27,311.27
P0042,2024-06-01,60.99,84.854,73.119,11.735,6.658,23.864,0,8.9,59.26
P0042,2024-07-01,61.881,73.34,63.197,10.143,30.42,11.459,0,8.69,264.35
P0042,2024-08-01,62.83,80.427,69.304,11.123,30.119,17.597,0,8.08,243.36
P0042,2024-09-01,63.826,78.447,67.598,10.849,17.392,14.621,0,9.43,164.01
P0042,2024-10-01,64.858,72.29,62.292,9.998,21.457,7.432,0,8.12,174.23
P0042,2024-11-01,65.914,88.138,75.949,12.19,17.411,22.225,0,9.09,158.27
P0042,2024-12-01,66.982,86.648,74.664,11.983,33.744,19.666,0,9.04,305.05
P0043,2020-01-01,51.066,59.412,54.213,5.199,26.247,8.346,0,6.15,161.42
P0043,2020-02-01,51.88,57.738,52.686,5.052,17.081,5.858,0,6.46,110.34
P0043,2020-03-01,52.685,72.324,65.996,6.328,26.632,19.639,0,5.75,153.13
P0043,2020-04-01,53.472,63.177,57.649,5.528,39.546,9.705,0,5.61,221.85
P0043,2020-05-01,54.231,73.724,67.273,6.451,28.92,19.493,0,5.01,144.89
P0043,2020-06-01,54.954,66.748,60.908,5.84,32.742,11.794,0,6.84,223.96
P0043,2020-07-01,55.634,64.711,59.049,5.662,22.407,9.077,0,6.32,141.61
P0043,2020-08-01,56.262,61.83,56.42,5.41,22.387,5.569,0,8.04,179.99
P0043,2020-09-01,56.83,64.113,58.503,5.61,16.755,7.283,0,5.94,99.52
P0043,2020-10-01,57.334,62.111,56.677,5.435,14.197,4.777,0,7.19,102.08
P0043,2020-11-01,57.766,68.142,62.179,5.962,21.56,10.375,0,7.07,152.43
P0043,2020-12-01,58.123,72.097,65.789,6.309,16.333,13.975,0,6.49,106.0
P0043,2021-01-01,58.4,76.452,69.763,6.69,39.375,18.053,0,6.28,247.28
P0043,2021-02-01,58.593,74.234,67.738,6.495,22.607,15.641,0,6.45,145.82
P0043,2021-03-01,58.701,82.15,74.962,7.188,24.223,23.449,0,6.23,150.91
P0043,2021-04-01,58.723,75.802,69.169,6.633,29.128,17.079,0,6.78,197.49
P0043,2021-05-01,58.658,64.476,58.834,5.642,37.212,5.818,0,6.44,239.65
P0043,2021-06-01,58.507,71.726,65.45,6.276,29.136,13.219,0,7.22,210.36
P0043,2021-07-01,58.271,69.047,63.006,6.042,17.294,10.776,0,6.7,115.87
P0043,2021-08-01,57.954,71.459,65.206,6.253,7.352,13.504,0,6.75,49.63
P0043,2021-09-01,57.559,68.901,62.872,6.029,25.962,11.341,0,7.94,206.14
P0043,2021-10-01,57.091,70.613,64.435,6.179,32.427,13.523,0,6.63,214.99
P0043,2021-11-01,56.554,64.321,58.693,5.628,28.328,7.767,0,6.18,175.07
P0043,2021-12-01,55.955,72.23,65.91,6.32,26.199,16.275,0,7.39,193.61
P0043,2022-01-01,55.3,66.487,60.669,5.818,21.546,11.186,0,6.3,135.74
